ID,user_id,confidence,predicted_intensity,community,district,prediction_time,indicator,indicator_description,time_observed,Target,forecast_length
ID_QazxE_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 07:04:26,,,,NORAIN,12
ID_cX3Ox_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 07:04:27,,,,NORAIN,12
ID_L3rAN_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 07:04:28,,,,NORAIN,12
ID_3PKXL_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 07:04:29,,,,NORAIN,12
ID_vRydO_12,47,1.0,0.66,FOSO ODUMASI ,assin_fosu,2025-06-20 07:06:36,clouds,Clouds moving South → East,,NORAIN,12
ID_qxAcu_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 07:26:05,,,,NORAIN,12
ID_5h33Y_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 07:26:06,,,,NORAIN,12
ID_hUhEL_12,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 07:28:00,,,,NORAIN,12
ID_XbIwX_12,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 07:28:01,,,,NORAIN,12
ID_IG5B2_12,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 07:28:02,,,,NORAIN,12
ID_zzcfs_12,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 07:28:03,,,,NORAIN,12
ID_eZ1bw_12,43,0.3,0.33,odumasi  Adansi,obuasi_east,2025-06-20 07:32:23,clouds,"Fast-moving Cirrus clouds (white, visible at dawn)",,NORAIN,12
ID_utrDQ_12,25,0.6,0.0,Apampatia,atiwa_west,2025-06-20 07:51:42,,,,NORAIN,12
ID_RzdZ4_12,25,0.6,0.0,Apampatia,atiwa_west,2025-06-20 07:52:15,,,,NORAIN,12
ID_9Lbhp_12,26,0.3,0.66,Akropong,atiwa_west,2025-06-20 07:53:27,sun,High intensity sunlight with clear sky,,SMALLRAIN,12
ID_cHgDa_12,26,0.6,0.0,Akropong,atiwa_west,2025-06-20 08:21:24,,,,SMALLRAIN,12
ID_WJhaO_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 08:46:14,,,,NORAIN,12
ID_o8XBK_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 08:46:15,,,,NORAIN,12
ID_uRKOR_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 08:46:29,,,,NORAIN,12
ID_Hxyyl_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 08:46:30,,,,NORAIN,12
ID_RvLQg_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 10:39:14,,,,NORAIN,12
ID_yL2xN_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 10:39:15,,,,NORAIN,12
ID_fdOW7_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 10:39:16,,,,NORAIN,12
ID_dGnYb_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 10:39:17,,,,NORAIN,12
ID_g27Vt_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 10:39:18,,,,NORAIN,12
ID_1pCXr_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 12:01:21,,,,NORAIN,24
ID_lNKpp_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 12:01:22,,,,NORAIN,24
ID_Op2x4_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 12:01:23,,,,NORAIN,24
ID_VV0Ua_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 12:01:24,,,,NORAIN,24
ID_wJk8O_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 12:01:25,,,,NORAIN,24
ID_DAuim_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 12:20:13,,,,NORAIN,24
ID_XTsRz_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 12:20:14,,,,NORAIN,24
ID_Ga6uv_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 12:20:15,,,,NORAIN,24
ID_39dgy_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 12:20:16,,,,NORAIN,24
ID_KyUoA_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 13:02:21,,,,NORAIN,24
ID_MF7yw_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 13:02:22,,,,NORAIN,24
ID_4uteh_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 13:02:23,,,,NORAIN,24
ID_oS0G3_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 14:05:12,,,,NORAIN,24
ID_I6hSr_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 14:05:13,,,,NORAIN,24
ID_TbL6n_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 14:05:14,,,,NORAIN,24
ID_yBrt1_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 16:07:33,,,,NORAIN,24
ID_90GSW_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 16:07:34,,,,NORAIN,24
ID_bIjNC_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 17:08:30,,,,NORAIN,24
ID_umV9t_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 17:08:31,,,,NORAIN,24
ID_rLt8B_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 17:08:32,,,,NORAIN,24
ID_Xe4R2_24,46,1.0,0.0,Asunafo ,atiwa_west,2025-06-20 17:14:43,,,,NORAIN,24
ID_9djUx_24,46,1.0,0.0,Asunafo ,atiwa_west,2025-06-20 17:14:44,,,,NORAIN,24
ID_Uv3JW_24,46,1.0,0.66,Asunafo ,atiwa_west,2025-06-20 17:15:56,clouds,Cloud (probably cumulus) without visible sky,,NORAIN,24
ID_wR4g6_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 17:22:59,,,,NORAIN,24
ID_iqVPt_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 17:23:00,,,,NORAIN,24
ID_s8iKc_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 17:23:01,,,,NORAIN,24
ID_gvj3h_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 17:33:44,,,,NORAIN,24
ID_yQJaM_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 17:33:45,,,,NORAIN,24
ID_yvDf8_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 17:33:46,,,,NORAIN,24
ID_GeHyu_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 17:33:47,,,,NORAIN,24
ID_jVW0L_24,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 17:35:44,,,,NORAIN,24
ID_OKSVV_24,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 17:35:45,,,,NORAIN,24
ID_zNlfd_24,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 17:35:46,,,,NORAIN,24
ID_TXctJ_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 17:45:56,,,,NORAIN,24
ID_hUhME_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 17:45:57,,,,NORAIN,24
ID_C3BfQ_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 17:45:58,,,,NORAIN,24
ID_BLf5P_24,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-20 17:45:59,,,,NORAIN,24
ID_VlHQC_24,25,0.6,0.33,Apampatia,atiwa_west,2025-06-20 18:01:17,heat,Heated atmosphere,,NORAIN,24
ID_AuOg4_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 18:12:04,,,,NORAIN,24
ID_x8uZn_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 18:12:07,,,,NORAIN,24
ID_fPYe5_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 18:12:10,,,,NORAIN,24
ID_puSjj_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 18:12:11,,,,NORAIN,24
ID_2lZ3I_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-20 18:12:12,,,,NORAIN,24
ID_cEw15_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 18:16:27,,,,NORAIN,24
ID_PF9W8_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 18:16:28,,,,NORAIN,24
ID_l5dMU_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 18:16:29,,,,NORAIN,24
ID_FyWfU_24,22,0.6,0.66,Awenare,atiwa_west,2025-06-20 18:16:51,clouds,Gathering of clouds in the east,,NORAIN,24
ID_hxY1U_24,44,0.3,0.0,Assin Atonsu ,assin_fosu,2025-06-20 18:25:08,,,,NORAIN,24
ID_NlqNW_24,44,0.3,0.0,Assin Atonsu ,assin_fosu,2025-06-20 18:25:09,,,,NORAIN,24
ID_KksnW_24,44,0.3,0.0,Assin Atonsu ,assin_fosu,2025-06-20 18:25:10,,,,NORAIN,24
ID_hnn5v_24,44,0.3,0.0,Assin Atonsu ,assin_fosu,2025-06-20 18:25:11,,,,NORAIN,24
ID_Q8tOt_24,44,0.3,0.0,Assin Atonsu ,assin_fosu,2025-06-20 18:28:11,,,,NORAIN,24
ID_yNvNl_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:38,,,,NORAIN,24
ID_pXQOe_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:39,,,,NORAIN,24
ID_GQsVQ_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:41,,,,NORAIN,24
ID_fRN2B_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:43,,,,NORAIN,24
ID_Z6NRh_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:44,,,,NORAIN,24
ID_Iuxg5_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:45,,,,NORAIN,24
ID_IhFTv_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:46,,,,NORAIN,24
ID_pBmQe_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:47,,,,NORAIN,24
ID_eP5vw_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:48,,,,NORAIN,24
ID_iXaBS_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 18:28:49,,,,NORAIN,24
ID_wv59Y_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 18:35:19,,,,NORAIN,24
ID_tKTrE_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 18:35:20,,,,NORAIN,24
ID_XtDTq_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 18:35:21,,,,NORAIN,24
ID_j3Zdu_24,22,0.6,0.66,Awenare,atiwa_west,2025-06-20 18:55:53,clouds,Gathering of clouds in the east,,NORAIN,24
ID_yxHgn_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 19:12:36,,,,NORAIN,24
ID_qQEgo_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 19:17:04,,,,NORAIN,24
ID_oC54A_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 19:17:05,,,,NORAIN,24
ID_qFEg8_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 19:17:06,,,,NORAIN,24
ID_VVVLA_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 19:17:17,,,,NORAIN,24
ID_Nfezs_24,22,0.6,0.0,Awenare,atiwa_west,2025-06-20 19:17:18,,,,NORAIN,24
ID_iPW7p_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 19:28:46,,,,NORAIN,24
ID_deVJ7_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 19:28:48,,,,NORAIN,24
ID_A1thM_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 19:28:49,,,,NORAIN,24
ID_v6xy3_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 19:28:50,,,,NORAIN,24
ID_0N32h_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 19:28:51,,,,NORAIN,24
ID_m5GxK_24,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 19:32:54,,,,NORAIN,24
ID_Yc0dZ_24,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 19:32:55,,,,NORAIN,24
ID_vNKFc_24,43,0.3,0.0,odumasi  Adansi,obuasi_east,2025-06-20 19:32:57,,,,NORAIN,24
ID_hHJsU_24,43,0.6,0.0,odumasi  Adansi,obuasi_east,2025-06-20 19:33:53,,,,NORAIN,24
ID_YHFbR_24,26,0.6,1.0,Akropong,atiwa_west,2025-06-20 19:35:36,clouds,Gathering of clouds in the east,,NORAIN,24
ID_ZtFqs_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 19:35:39,,,,NORAIN,24
ID_lrm7L_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 19:35:40,,,,NORAIN,24
ID_VLLHi_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 19:35:41,,,,NORAIN,24
ID_EJEY5_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 19:35:43,,,,NORAIN,24
ID_RWbYM_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 20:05:57,,,,NORAIN,24
ID_3vCdo_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 20:05:58,,,,NORAIN,24
ID_SKqWN_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 20:05:59,,,,NORAIN,24
ID_nEP1w_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-20 20:06:01,,,,NORAIN,24
ID_vIoM5_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 20:34:53,,,,NORAIN,24
ID_KVdae_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 20:34:54,,,,NORAIN,24
ID_6Nb9q_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 20:34:55,,,,NORAIN,24
ID_fUoLO_24,62,0.6,0.66,Assin ATONSU ,assin_fosu,2025-06-20 21:16:08,sun,High intensity sun,,NORAIN,24
ID_JHzT0_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 21:21:36,,,,NORAIN,24
ID_fiH0s_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 21:21:37,,,,NORAIN,24
ID_iwBbm_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 21:21:38,,,,NORAIN,24
ID_Uhtue_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-06-20 21:21:40,,,,NORAIN,24
ID_gE9Dt_24,47,0.6,0.33,FOSO ODUMASI ,assin_fosu,2025-06-20 21:24:22,clouds,Clouds moving South → East,,NORAIN,24
ID_2t48W_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 21:35:41,,,,NORAIN,24
ID_ItulY_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 21:35:46,,,,NORAIN,24
ID_tU7rr_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 21:35:49,,,,NORAIN,24
ID_kbgsH_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 21:35:51,,,,NORAIN,24
ID_YTAye_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-20 21:35:52,,,,NORAIN,24
ID_5DL0x_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-06-21 06:12:50,,,,NORAIN,12
ID_KQD2J_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-06-21 06:12:51,,,,NORAIN,12
ID_hEwHA_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 06:29:06,,,,NORAIN,12
ID_pm9AL_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 06:29:07,,,,NORAIN,12
ID_asN3M_12,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 06:29:08,,,,NORAIN,12
ID_UJX0R_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 06:48:49,,,,NORAIN,12
ID_TJhT5_12,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-21 06:53:38,,,,NORAIN,12
ID_61fqP_12,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-21 06:53:39,,,,NORAIN,12
ID_siuvU_12,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-21 06:53:40,,,,NORAIN,12
ID_L17xl_12,9,1.0,0.0,Kwabeng ,atiwa_west,2025-06-21 06:53:41,,,,NORAIN,12
ID_V7k62_12,9,0.6,0.33,Kwabeng ,atiwa_west,2025-06-21 06:53:50,clouds,Gathering of clouds in the east,,NORAIN,12
ID_MYziY_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 06:55:06,,,,NORAIN,12
ID_V37W7_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 07:09:14,,,,NORAIN,12
ID_Ksco5_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 07:09:15,,,,NORAIN,12
ID_4rVdx_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 07:09:18,,,,NORAIN,12
ID_njhdL_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:38,,,,NORAIN,12
ID_WG9Cl_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:39,,,,NORAIN,12
ID_nffz2_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:40,,,,NORAIN,12
ID_HeHfG_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:41,,,,NORAIN,12
ID_WV7la_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:42,,,,NORAIN,12
ID_Mdtj2_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:43,,,,NORAIN,12
ID_UtINc_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:25:44,,,,NORAIN,12
ID_qRl6I_12,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 07:26:34,,,,NORAIN,12
ID_070P8_12,25,0.6,0.0,Apampatia,atiwa_west,2025-06-21 07:45:08,,,,NORAIN,12
ID_Tt88r_12,25,0.6,0.0,Apampatia,atiwa_west,2025-06-21 07:45:09,,,,NORAIN,12
ID_ZkTfW_12,25,0.6,0.66,Apampatia,atiwa_west,2025-06-21 07:45:20,clouds,Cloud (probably cumulus) without visible sky,,NORAIN,12
ID_9HLzJ_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 08:11:08,,,,NORAIN,12
ID_7cIuz_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 08:11:09,,,,NORAIN,12
ID_Ktcjr_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:22,,,,SMALLRAIN,12
ID_sp1pr_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:25,,,,SMALLRAIN,12
ID_JQR8I_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:26,,,,SMALLRAIN,12
ID_exAIH_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:27,,,,SMALLRAIN,12
ID_o50sS_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:28,,,,SMALLRAIN,12
ID_EKWYI_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:36,,,,SMALLRAIN,12
ID_JmBoK_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:38,,,,SMALLRAIN,12
ID_XDOPO_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:39,,,,SMALLRAIN,12
ID_wIdRY_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:40,,,,SMALLRAIN,12
ID_wNAAc_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 08:28:42,,,,SMALLRAIN,12
ID_75CU9_12,22,0.6,0.0,Awenare,atiwa_west,2025-06-21 08:41:44,,,,NORAIN,12
ID_znNMh_12,22,0.6,0.0,Awenare,atiwa_west,2025-06-21 08:41:45,,,,NORAIN,12
ID_jZbt9_12,22,0.6,0.0,Awenare,atiwa_west,2025-06-21 08:41:46,,,,NORAIN,12
ID_s7mJz_12,22,0.6,0.33,Awenare,atiwa_west,2025-06-21 08:42:17,clouds,Gathering of clouds in the east,,NORAIN,12
ID_aoNOi_12,11,0.6,0.66,Tumfa ,atiwa_west,2025-06-21 08:58:19,clouds,Heavy Clouds (probably cumulus) reflecting rays of sunlight,,NORAIN,12
ID_5qo4p_12,11,0.6,0.0,Tumfa ,atiwa_west,2025-06-21 08:58:20,,,,NORAIN,12
ID_2U6EM_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 09:11:15,,,,NORAIN,12
ID_8KDNg_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 09:11:16,,,,NORAIN,12
ID_lgAAC_12,11,0.6,0.0,Tumfa ,atiwa_west,2025-06-21 09:53:32,,,,NORAIN,12
ID_yhkiU_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 10:05:16,,,,NORAIN,12
ID_rsKVh_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 10:12:13,,,,NORAIN,12
ID_P8O7F_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 10:12:14,,,,NORAIN,12
ID_GZazj_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 10:12:15,,,,NORAIN,12
ID_GqXWl_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 11:08:03,,,,NORAIN,12
ID_05LRU_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 11:12:17,,,,NORAIN,12
ID_musYQ_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 11:15:00,,,,NORAIN,12
ID_TvLj1_12,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 11:15:01,,,,NORAIN,12
ID_KR0Bs_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 11:39:12,,,,SMALLRAIN,12
ID_8lSsK_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 11:39:13,,,,SMALLRAIN,12
ID_OFxLh_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 11:51:07,,,,SMALLRAIN,12
ID_lQonJ_12,19,0.6,0.0,Akropong ,atiwa_west,2025-06-21 11:51:08,,,,SMALLRAIN,12
ID_25VLN_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 12:08:42,,,,NORAIN,24
ID_rVsy4_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 12:08:44,,,,NORAIN,24
ID_hi4A2_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 12:47:10,,,,NORAIN,24
ID_4A2MA_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 13:08:51,,,,NORAIN,24
ID_o7A1Q_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 13:08:52,,,,NORAIN,24
ID_vOeqU_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 13:26:54,,,,NORAIN,24
ID_s6DR4_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 13:26:55,,,,NORAIN,24
ID_eh60a_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 13:26:56,,,,NORAIN,24
ID_L8gH9_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 13:26:57,,,,NORAIN,24
ID_950Az_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 13:26:58,,,,NORAIN,24
ID_UnrxX_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 13:48:04,,,,NORAIN,24
ID_C8dGZ_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 13:48:05,,,,NORAIN,24
ID_JLnGg_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:18:10,,,,NORAIN,24
ID_EECGD_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:18:14,,,,NORAIN,24
ID_mMbZ0_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:02,,,,NORAIN,24
ID_iqXLm_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:03,,,,NORAIN,24
ID_Q0IG4_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:05,,,,NORAIN,24
ID_Nq9Zg_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:06,,,,NORAIN,24
ID_tquig_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:07,,,,NORAIN,24
ID_aHFUO_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:08,,,,NORAIN,24
ID_MvjWk_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 14:29:09,,,,NORAIN,24
ID_d5wOO_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:48:11,,,,NORAIN,24
ID_QVDXN_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:48:12,,,,NORAIN,24
ID_W2wPF_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:48:13,,,,NORAIN,24
ID_HpPhy_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:48:14,,,,NORAIN,24
ID_TjYeG_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 14:48:34,,,,NORAIN,24
ID_t9jp5_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 15:18:45,,,,NORAIN,24
ID_rp0Qs_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:10,,,,NORAIN,24
ID_1L1jU_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:12,,,,NORAIN,24
ID_hprpx_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:13,,,,NORAIN,24
ID_svI3J_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:14,,,,NORAIN,24
ID_9hhXb_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:15,,,,NORAIN,24
ID_0A9Yx_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:16,,,,NORAIN,24
ID_mWo66_24,27,0.6,0.0,Akropong ,atiwa_west,2025-06-21 15:29:17,,,,NORAIN,24
ID_CYSyY_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 15:56:10,,,,NORAIN,24
ID_VkVEV_24,62,0.3,0.0,Assin ATONSU ,assin_fosu,2025-06-21 15:56:11,,,,NORAIN,24
ID_oZCw3_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 16:05:22,,,,NORAIN,24
ID_PMTdg_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 16:05:23,,,,NORAIN,24
ID_1nYCs_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 16:05:59,,,,NORAIN,24
ID_X3v8r_24,7,0.3,0.0,Abomosu ,atiwa_west,2025-06-21 16:06:00,,,,NORAIN,24
